temperature,solar_ghi,solar_prediction_mw,wind_prediction_mw,load_actuals_mw,timestamp,month,season,workdayornot,temperature_lag1,temperature_lag2,temperature_lag3,temperature_lag4,temperature_lag5,temperature_lag6,load_actuals_mw_lag1,load_actuals_mw_lag2,load_actuals_mw_lag3,load_actuals_mw_lag4,load_actuals_mw_lag5,load_actuals_mw_lag6,wind_prediction_mw_lag1,wind_prediction_mw_lag2,wind_prediction_mw_lag3,wind_prediction_mw_lag4,wind_prediction_mw_lag5,wind_prediction_mw_lag6,solar_prediction_mw_lag1,solar_prediction_mw_lag2,solar_prediction_mw_lag3,solar_prediction_mw_lag4,solar_prediction_mw_lag5,solar_prediction_mw_lag6
134.6351,0.0000,0.0000,53.9495,89.6098,2020-01-01 02:30:00+01:00,1,1,0,134.6573,134.6795,134.8876,134.9232,134.9587,134.9943,90.6511,91.5067,92.1629,93.7981,94.8362,95.7563,57.2304,61.1283,64.3057,66.9774,69.2968,70.8654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.6129,0.0000,0.0000,50.5166,88.3333,2020-01-01 02:45:00+01:00,1,1,0,134.6351,134.6573,134.6795,134.8876,134.9232,134.9587,89.6098,90.6511,91.5067,92.1629,93.7981,94.8362,53.9495,57.2304,61.1283,64.3057,66.9774,69.2968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.5925,0.0000,0.0000,47.2634,87.3941,2020-01-01 03:00:00+01:00,1,1,0,134.6129,134.6351,134.6573,134.6795,134.8876,134.9232,88.3333,89.6098,90.6511,91.5067,92.1629,93.7981,50.5166,53.9495,57.2304,61.1283,64.3057,66.9774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.5740,0.0000,0.0000,44.7925,86.6259,2020-01-01 03:15:00+01:00,1,1,0,134.5925,134.6129,134.6351,134.6573,134.6795,134.8876,87.3941,88.3333,89.6098,90.6511,91.5067,92.1629,47.2634,50.5166,53.9495,57.2304,61.1283,64.3057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.5555,0.0000,0.0000,42.2637,86.3420,2020-01-01 03:30:00+01:00,1,1,0,134.5740,134.5925,134.6129,134.6351,134.6573,134.6795,86.6259,87.3941,88.3333,89.6098,90.6511,91.5067,44.7925,47.2634,50.5166,53.9495,57.2304,61.1283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.5369,0.0000,0.0000,39.8858,85.9070,2020-01-01 03:45:00+01:00,1,1,0,134.5555,134.5740,134.5925,134.6129,134.6351,134.6573,86.3420,86.6259,87.3941,88.3333,89.6098,90.6511,42.2637,44.7925,47.2634,50.5166,53.9495,57.2304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.5171,0.0000,0.0000,38.0083,84.9235,2020-01-01 04:00:00+01:00,1,1,0,134.5369,134.5555,134.5740,134.5925,134.6129,134.6351,85.9070,86.3420,86.6259,87.3941,88.3333,89.6098,39.8858,42.2637,44.7925,47.2634,50.5166,53.9495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.4959,0.0000,0.0000,35.7771,84.4939,2020-01-01 04:15:00+01:00,1,1,0,134.5171,134.5369,134.5555,134.5740,134.5925,134.6129,84.9235,85.9070,86.3420,86.6259,87.3941,88.3333,38.0083,39.8858,42.2637,44.7925,47.2634,50.5166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.4747,0.0000,0.0000,33.8634,84.0052,2020-01-01 04:30:00+01:00,1,1,0,134.4959,134.5171,134.5369,134.5555,134.5740,134.5925,84.4939,84.9235,85.9070,86.3420,86.6259,87.3941,35.7771,38.0083,39.8858,42.2637,44.7925,47.2634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.4535,0.0000,0.0000,32.3396,83.9674,2020-01-01 04:45:00+01:00,1,1,0,134.4747,134.4959,134.5171,134.5369,134.5555,134.5740,84.0052,84.4939,84.9235,85.9070,86.3420,86.6259,33.8634,35.7771,38.0083,39.8858,42.2637,44.7925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.4275,0.0000,0.0000,30.8947,84.1121,2020-01-01 05:00:00+01:00,1,1,0,134.4535,134.4747,134.4959,134.5171,134.5369,134.5555,83.9674,84.0052,84.4939,84.9235,85.9070,86.3420,32.3396,33.8634,35.7771,38.0083,39.8858,42.2637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.3964,0.0000,0.0000,30.0650,84.0019,2020-01-01 05:15:00+01:00,1,1,0,134.4275,134.4535,134.4747,134.4959,134.5171,134.5369,84.1121,83.9674,84.0052,84.4939,84.9235,85.9070,30.8947,32.3396,33.8634,35.7771,38.0083,39.8858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.3654,0.0000,0.0000,29.3294,84.3777,2020-01-01 05:30:00+01:00,1,1,0,134.3964,134.4275,134.4535,134.4747,134.4959,134.5171,84.0019,84.1121,83.9674,84.0052,84.4939,84.9235,30.0650,30.8947,32.3396,33.8634,35.7771,38.0083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.3344,0.0000,0.0000,28.9606,84.3917,2020-01-01 05:45:00+01:00,1,1,0,134.3654,134.3964,134.4275,134.4535,134.4747,134.4959,84.3777,84.0019,84.1121,83.9674,84.0052,84.4939,29.3294,30.0650,30.8947,32.3396,33.8634,35.7771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.2923,0.0000,0.0000,28.7380,84.7362,2020-01-01 06:00:00+01:00,1,1,0,134.3344,134.3654,134.3964,134.4275,134.4535,134.4747,84.3917,84.3777,84.0019,84.1121,83.9674,84.0052,28.9606,29.3294,30.0650,30.8947,32.3396,33.8634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.2390,0.0000,0.0000,28.0683,84.7251,2020-01-01 06:15:00+01:00,1,1,0,134.2923,134.3344,134.3654,134.3964,134.4275,134.4535,84.7362,84.3917,84.3777,84.0019,84.1121,83.9674,28.7380,28.9606,29.3294,30.0650,30.8947,32.3396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.1857,0.0000,0.0000,27.0903,85.0516,2020-01-01 06:30:00+01:00,1,1,0,134.2390,134.2923,134.3344,134.3654,134.3964,134.4275,84.7251,84.7362,84.3917,84.3777,84.0019,84.1121,28.0683,28.7380,28.9606,29.3294,30.0650,30.8947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.1325,0.0000,0.0000,26.0242,85.0986,2020-01-01 06:45:00+01:00,1,1,0,134.1857,134.2390,134.2923,134.3344,134.3654,134.3964,85.0516,84.7251,84.7362,84.3917,84.3777,84.0019,27.0903,28.0683,28.7380,28.9606,29.3294,30.0650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.0781,0.0000,0.0000,24.8908,84.0750,2020-01-01 07:00:00+01:00,1,1,0,134.1325,134.1857,134.2390,134.2923,134.3344,134.3654,85.0986,85.0516,84.7251,84.7362,84.3917,84.3777,26.0242,27.0903,28.0683,28.7380,28.9606,29.3294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.0227,0.0000,0.0000,23.6765,83.6806,2020-01-01 07:15:00+01:00,1,1,0,134.0781,134.1325,134.1857,134.2390,134.2923,134.3344,84.0750,85.0986,85.0516,84.7251,84.7362,84.3917,24.8908,26.0242,27.0903,28.0683,28.7380,28.9606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
133.9673,0.0000,0.0000,22.6465,83.9922,2020-01-01 07:30:00+01:00,1,1,0,134.0227,134.0781,134.1325,134.1857,134.2390,134.2923,83.6806,84.0750,85.0986,85.0516,84.7251,84.7362,23.6765,24.8908,26.0242,27.0903,28.0683,28.7380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
133.9119,0.0000,0.0000,21.3670,83.7881,2020-01-01 07:45:00+01:00,1,1,0,133.9673,134.0227,134.0781,134.1325,134.1857,134.2390,83.9922,83.6806,84.0750,85.0986,85.0516,84.7251,22.6465,23.6765,24.8908,26.0242,27.0903,28.0683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
133.8747,0.0000,0.0000,20.7005,84.6251,2020-01-01 08:00:00+01:00,1,1,0,133.9119,133.9673,134.0227,134.0781,134.1325,134.1857,83.7881,83.9922,83.6806,84.0750,85.0986,85.0516,21.3670,22.6465,23.6765,24.8908,26.0242,27.0903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
133.8556,0.0000,0.0000,20.1506,85.7214,2020-01-01 08:15:00+01:00,1,1,0,133.8747,133.9119,133.9673,134.0227,134.0781,134.1325,84.6251,83.7881,83.9922,83.6806,84.0750,85.0986,20.7005,21.3670,22.6465,23.6765,24.8908,26.0242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
133.8366,0.0062,0.0070,20.1770,85.5987,2020-01-01 08:30:00+01:00,1,1,0,133.8556,133.8747,133.9119,133.9673,134.0227,134.0781,85.7214,84.6251,83.7881,83.9922,83.6806,84.0750,20.1506,20.7005,21.3670,22.6465,23.6765,24.8908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
133.8175,0.8850,0.5046,20.0848,85.7733,2020-01-01 08:45:00+01:00,1,1,0,133.8366,133.8556,133.8747,133.9119,133.9673,134.0227,85.5987,85.7214,84.6251,83.7881,83.9922,83.6806,20.1770,20.1506,20.7005,21.3670,22.6465,23.6765,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000
133.8874,6.8192,2.6210,20.4898,86.2245,2020-01-01 09:00:00+01:00,1,1,0,133.8175,133.8366,133.8556,133.8747,133.9119,133.9673,85.7733,85.5987,85.7214,84.6251,83.7881,83.9922,20.0848,20.1770,20.1506,20.7005,21.3670,22.6465,0.5046,0.0070,0.0000,0.0000,0.0000,0.0000
134.0463,19.8861,6.4820,20.8204,87.5377,2020-01-01 09:15:00+01:00,1,1,0,133.8874,133.8175,133.8366,133.8556,133.8747,133.9119,86.2245,85.7733,85.5987,85.7214,84.6251,83.7881,20.4898,20.0848,20.1770,20.1506,20.7005,21.3670,2.6210,0.5046,0.0070,0.0000,0.0000,0.0000
134.2051,41.5404,10.9024,21.7529,88.3151,2020-01-01 09:30:00+01:00,1,1,0,134.0463,133.8874,133.8175,133.8366,133.8556,133.8747,87.5377,86.2245,85.7733,85.5987,85.7214,84.6251,20.8204,20.4898,20.0848,20.1770,20.1506,20.7005,6.4820,2.6210,0.5046,0.0070,0.0000,0.0000
134.3640,64.0852,16.0934,22.3930,88.6411,2020-01-01 09:45:00+01:00,1,1,0,134.2051,134.0463,133.8874,133.8175,133.8366,133.8556,88.3151,87.5377,86.2245,85.7733,85.5987,85.7214,21.7529,20.8204,20.4898,20.0848,20.1770,20.1506,10.9024,6.4820,2.6210,0.5046,0.0070,0.0000
134.5258,86.9053,21.6835,22.9027,89.0921,2020-01-01 10:00:00+01:00,1,1,0,134.3640,134.2051,134.0463,133.8874,133.8175,133.8366,88.6411,88.3151,87.5377,86.2245,85.7733,85.5987,22.3930,21.7529,20.8204,20.4898,20.0848,20.1770,16.0934,10.9024,6.4820,2.6210,0.5046,0.0070
134.6906,108.6735,27.3870,23.9017,90.0795,2020-01-01 10:15:00+01:00,1,1,0,134.5258,134.3640,134.2051,134.0463,133.8874,133.8175,89.0921,88.6411,88.3151,87.5377,86.2245,85.7733,22.9027,22.3930,21.7529,20.8204,20.4898,20.0848,21.6835,16.0934,10.9024,6.4820,2.6210,0.5046
134.8554,129.1864,33.1023,24.5484,91.0173,2020-01-01 10:30:00+01:00,1,1,0,134.6906,134.5258,134.3640,134.2051,134.0463,133.8874,90.0795,89.0921,88.6411,88.3151,87.5377,86.2245,23.9017,22.9027,22.3930,21.7529,20.8204,20.4898,27.3870,21.6835,16.0934,10.9024,6.4820,2.6210
135.0202,148.2475,38.1760,25.5605,91.7138,2020-01-01 10:45:00+01:00,1,1,0,134.8554,134.6906,134.5258,134.3640,134.2051,134.0463,91.0173,90.0795,89.0921,88.6411,88.3151,87.5377,24.5484,23.9017,22.9027,22.3930,21.7529,20.8204,33.1023,27.3870,21.6835,16.0934,10.9024,6.4820
135.1721,165.0516,42.6707,25.6172,92.1814,2020-01-01 11:00:00+01:00,1,1,0,135.0202,134.8554,134.6906,134.5258,134.3640,134.2051,91.7138,91.0173,90.0795,89.0921,88.6411,88.3151,25.5605,24.5484,23.9017,22.9027,22.3930,21.7529,38.1760,33.1023,27.3870,21.6835,16.0934,10.9024
135.3109,179.3895,46.6843,25.6264,93.6301,2020-01-01 11:15:00+01:00,1,1,0,135.1721,135.0202,134.8554,134.6906,134.5258,134.3640,92.1814,91.7138,91.0173,90.0795,89.0921,88.6411,25.6172,25.5605,24.5484,23.9017,22.9027,22.3930,42.6707,38.1760,33.1023,27.3870,21.6835,16.0934
135.4498,191.8217,50.4671,25.0857,93.9563,2020-01-01 11:30:00+01:00,1,1,0,135.3109,135.1721,135.0202,134.8554,134.6906,134.5258,93.6301,92.1814,91.7138,91.0173,90.0795,89.0921,25.6264,25.6172,25.5605,24.5484,23.9017,22.9027,46.6843,42.6707,38.1760,33.1023,27.3870,21.6835
135.5887,202.3883,53.7413,24.3403,94.6479,2020-01-01 11:45:00+01:00,1,1,0,135.4498,135.3109,135.1721,135.0202,134.8554,134.6906,93.9563,93.6301,92.1814,91.7138,91.0173,90.0795,25.0857,25.6264,25.6172,25.5605,24.5484,23.9017,50.4671,46.6843,42.6707,38.1760,33.1023,27.3870
135.7094,210.3502,56.5422,22.9211,94.3555,2020-01-01 12:00:00+01:00,1,1,0,135.5887,135.4498,135.3109,135.1721,135.0202,134.8554,94.6479,93.9563,93.6301,92.1814,91.7138,91.0173,24.3403,25.0857,25.6264,25.6172,25.5605,24.5484,53.7413,50.4671,46.6843,42.6707,38.1760,33.1023
135.8119,215.6441,58.5412,21.5204,94.6084,2020-01-01 12:15:00+01:00,1,1,0,135.7094,135.5887,135.4498,135.3109,135.1721,135.0202,94.3555,94.6479,93.9563,93.6301,92.1814,91.7138,22.9211,24.3403,25.0857,25.6264,25.6172,25.5605,56.5422,53.7413,50.4671,46.6843,42.6707,38.1760
135.9144,217.7842,59.6052,20.0874,95.1122,2020-01-01 12:30:00+01:00,1,1,0,135.8119,135.7094,135.5887,135.4498,135.3109,135.1721,94.6084,94.3555,94.6479,93.9563,93.6301,92.1814,21.5204,22.9211,24.3403,25.0857,25.6264,25.6172,58.5412,56.5422,53.7413,50.4671,46.6843,42.6707
136.0168,216.7542,59.7382,19.0548,95.0809,2020-01-01 12:45:00+01:00,1,1,0,135.9144,135.8119,135.7094,135.5887,135.4498,135.3109,95.1122,94.6084,94.3555,94.6479,93.9563,93.6301,20.0874,21.5204,22.9211,24.3403,25.0857,25.6264,59.6052,58.5412,56.5422,53.7413,50.4671,46.6843
136.0958,213.0373,58.9871,18.6222,95.4077,2020-01-01 13:00:00+01:00,1,1,0,136.0168,135.9144,135.8119,135.7094,135.5887,135.4498,95.0809,95.1122,94.6084,94.3555,94.6479,93.9563,19.0548,20.0874,21.5204,22.9211,24.3403,25.0857,59.7382,59.6052,58.5412,56.5422,53.7413,50.4671
136.1512,206.6968,57.3363,19.1648,95.1448,2020-01-01 13:15:00+01:00,1,1,0,136.0958,136.0168,135.9144,135.8119,135.7094,135.5887,95.4077,95.0809,95.1122,94.6084,94.3555,94.6479,18.6222,19.0548,20.0874,21.5204,22.9211,24.3403,58.9871,59.7382,59.6052,58.5412,56.5422,53.7413
136.2066,198.0539,54.8562,19.9570,95.1911,2020-01-01 13:30:00+01:00,1,1,0,136.1512,136.0958,136.0168,135.9144,135.8119,135.7094,95.1448,95.4077,95.0809,95.1122,94.6084,94.3555,19.1648,18.6222,19.0548,20.0874,21.5204,22.9211,57.3363,58.9871,59.7382,59.6052,58.5412,56.5422
136.2620,187.1856,51.3355,20.3449,94.3546,2020-01-01 13:45:00+01:00,1,1,0,136.2066,136.1512,136.0958,136.0168,135.9144,135.8119,95.1911,95.1448,95.4077,95.0809,95.1122,94.6084,19.9570,19.1648,18.6222,19.0548,20.0874,21.5204,54.8562,57.3363,58.9871,59.7382,59.6052,58.5412
136.2867,173.9684,47.8109,20.2540,92.8952,2020-01-01 14:00:00+01:00,1,1,0,136.2620,136.2066,136.1512,136.0958,136.0168,135.9144,94.3546,95.1911,95.1448,95.4077,95.0809,95.1122,20.3449,19.9570,19.1648,18.6222,19.0548,20.0874,51.3355,54.8562,57.3363,58.9871,59.7382,59.6052
136.2807,158.5563,43.7973,20.1256,92.2711,2020-01-01 14:15:00+01:00,1,1,0,136.2867,136.2620,136.2066,136.1512,136.0958,136.0168,92.8952,94.3546,95.1911,95.1448,95.4077,95.0809,20.2540,20.3449,19.9570,19.1648,18.6222,19.0548,47.8109,51.3355,54.8562,57.3363,58.9871,59.7382
136.2747,141.3837,39.2244,20.3146,92.9940,2020-01-01 14:30:00+01:00,1,1,0,136.2807,136.2867,136.2620,136.2066,136.1512,136.0958,92.2711,92.8952,94.3546,95.1911,95.1448,95.4077,20.1256,20.2540,20.3449,19.9570,19.1648,18.6222,43.7973,47.8109,51.3355,54.8562,57.3363,58.9871
136.2687,122.6180,34.0881,20.4338,92.7119,2020-01-01 14:45:00+01:00,1,1,0,136.2747,136.2807,136.2867,136.2620,136.2066,136.1512,92.9940,92.2711,92.8952,94.3546,95.1911,95.1448,20.3146,20.1256,20.2540,20.3449,19.9570,19.1648,39.2244,43.7973,47.8109,51.3355,54.8562,57.3363
136.2077,102.3249,28.4784,20.7756,93.2593,2020-01-01 15:00:00+01:00,1,1,0,136.2687,136.2747,136.2807,136.2867,136.2620,136.2066,92.7119,92.9940,92.2711,92.8952,94.3546,95.1911,20.4338,20.3146,20.1256,20.2540,20.3449,19.9570,34.0881,39.2244,43.7973,47.8109,51.3355,54.8562
136.0916,80.9796,22.4502,21.6034,93.4812,2020-01-01 15:15:00+01:00,1,1,0,136.2077,136.2687,136.2747,136.2807,136.2867,136.2620,93.2593,92.7119,92.9940,92.2711,92.8952,94.3546,20.7756,20.4338,20.3146,20.1256,20.2540,20.3449,28.4784,34.0881,39.2244,43.7973,47.8109,51.3355
135.9756,60.9089,16.8250,22.2916,93.8981,2020-01-01 15:30:00+01:00,1,1,0,136.0916,136.2077,136.2687,136.2747,136.2807,136.2867,93.4812,93.2593,92.7119,92.9940,92.2711,92.8952,21.6034,20.7756,20.4338,20.3146,20.1256,20.2540,22.4502,28.4784,34.0881,39.2244,43.7973,47.8109
135.8595,41.7301,11.8060,22.8540,93.9654,2020-01-01 15:45:00+01:00,1,1,0,135.9756,136.0916,136.2077,136.2687,136.2747,136.2807,93.8981,93.4812,93.2593,92.7119,92.9940,92.2711,22.2916,21.6034,20.7756,20.4338,20.3146,20.1256,16.8250,22.4502,28.4784,34.0881,39.2244,43.7973
135.7165,23.3115,7.3074,23.1081,94.4523,2020-01-01 16:00:00+01:00,1,1,0,135.8595,135.9756,136.0916,136.2077,136.2687,136.2747,93.9654,93.8981,93.4812,93.2593,92.7119,92.9940,22.8540,22.2916,21.6034,20.7756,20.4338,20.3146,11.8060,16.8250,22.4502,28.4784,34.0881,39.2244
135.5464,8.8321,3.9353,23.0239,94.9651,2020-01-01 16:15:00+01:00,1,1,0,135.7165,135.8595,135.9756,136.0916,136.2077,136.2687,94.4523,93.9654,93.8981,93.4812,93.2593,92.7119,23.1081,22.8540,22.2916,21.6034,20.7756,20.4338,7.3074,11.8060,16.8250,22.4502,28.4784,34.0881
135.3763,0.0000,0.5633,23.2965,95.0722,2020-01-01 16:30:00+01:00,1,1,0,135.5464,135.7165,135.8595,135.9756,136.0916,136.2077,94.9651,94.4523,93.9654,93.8981,93.4812,93.2593,23.0239,23.1081,22.8540,22.2916,21.6034,20.7756,3.9353,7.3074,11.8060,16.8250,22.4502,28.4784
135.2062,0.0000,0.0000,23.7943,97.2107,2020-01-01 16:45:00+01:00,1,1,0,135.3763,135.5464,135.7165,135.8595,135.9756,136.0916,95.0722,94.9651,94.4523,93.9654,93.8981,93.4812,23.2965,23.0239,23.1081,22.8540,22.2916,21.6034,0.5633,3.9353,7.3074,11.8060,16.8250,22.4502
135.0998,0.0000,0.0000,24.4081,99.8964,2020-01-01 17:00:00+01:00,1,1,0,135.2062,135.3763,135.5464,135.7165,135.8595,135.9756,97.2107,95.0722,94.9651,94.4523,93.9654,93.8981,23.7943,23.2965,23.0239,23.1081,22.8540,22.2916,0.0000,0.5633,3.9353,7.3074,11.8060,16.8250
135.0571,0.0000,0.0000,24.8902,101.2535,2020-01-01 17:15:00+01:00,1,1,0,135.0998,135.2062,135.3763,135.5464,135.7165,135.8595,99.8964,97.2107,95.0722,94.9651,94.4523,93.9654,24.4081,23.7943,23.2965,23.0239,23.1081,22.8540,0.0000,0.0000,0.5633,3.9353,7.3074,11.8060
135.0144,0.0000,0.0000,25.2431,102.5974,2020-01-01 17:30:00+01:00,1,1,0,135.0571,135.0998,135.2062,135.3763,135.5464,135.7165,101.2535,99.8964,97.2107,95.0722,94.9651,94.4523,24.8902,24.4081,23.7943,23.2965,23.0239,23.1081,0.0000,0.0000,0.0000,0.5633,3.9353,7.3074
134.9716,0.0000,0.0000,25.5434,102.6409,2020-01-01 17:45:00+01:00,1,1,0,135.0144,135.0571,135.0998,135.2062,135.3763,135.5464,102.5974,101.2535,99.8964,97.2107,95.0722,94.9651,25.2431,24.8902,24.4081,23.7943,23.2965,23.0239,0.0000,0.0000,0.0000,0.0000,0.5633,3.9353
134.9392,0.0000,0.0000,25.8154,102.5371,2020-01-01 18:00:00+01:00,1,1,0,134.9716,135.0144,135.0571,135.0998,135.2062,135.3763,102.6409,102.5974,101.2535,99.8964,97.2107,95.0722,25.5434,25.2431,24.8902,24.4081,23.7943,23.2965,0.0000,0.0000,0.0000,0.0000,0.0000,0.5633
134.9170,0.0000,0.0000,25.9076,102.7009,2020-01-01 18:15:00+01:00,1,1,0,134.9392,134.9716,135.0144,135.0571,135.0998,135.2062,102.5371,102.6409,102.5974,101.2535,99.8964,97.2107,25.8154,25.5434,25.2431,24.8902,24.4081,23.7943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.8949,0.0000,0.0000,25.9530,102.9726,2020-01-01 18:30:00+01:00,1,1,0,134.9170,134.9392,134.9716,135.0144,135.0571,135.0998,102.7009,102.5371,102.6409,102.5974,101.2535,99.8964,25.9076,25.8154,25.5434,25.2431,24.8902,24.4081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.8728,0.0000,0.0000,26.1243,102.5382,2020-01-01 18:45:00+01:00,1,1,0,134.8949,134.9170,134.9392,134.9716,135.0144,135.0571,102.9726,102.7009,102.5371,102.6409,102.5974,101.2535,25.9530,25.9076,25.8154,25.5434,25.2431,24.8902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.8632,0.0000,0.0000,25.8635,102.0313,2020-01-01 19:00:00+01:00,1,1,0,134.8728,134.8949,134.9170,134.9392,134.9716,135.0144,102.5382,102.9726,102.7009,102.5371,102.6409,102.5974,26.1243,25.9530,25.9076,25.8154,25.5434,25.2431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.8662,0.0000,0.0000,25.3636,101.2887,2020-01-01 19:15:00+01:00,1,1,0,134.8632,134.8728,134.8949,134.9170,134.9392,134.9716,102.0313,102.5382,102.9726,102.7009,102.5371,102.6409,25.8635,26.1243,25.9530,25.9076,25.8154,25.5434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.8691,0.0000,0.0000,24.5530,100.4919,2020-01-01 19:30:00+01:00,1,1,0,134.8662,134.8632,134.8728,134.8949,134.9170,134.9392,101.2887,102.0313,102.5382,102.9726,102.7009,102.5371,25.3636,25.8635,26.1243,25.9530,25.9076,25.8154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.8721,0.0000,0.0000,23.5566,100.2105,2020-01-01 19:45:00+01:00,1,1,0,134.8691,134.8662,134.8632,134.8728,134.8949,134.9170,100.4919,101.2887,102.0313,102.5382,102.9726,102.7009,24.5530,25.3636,25.8635,26.1243,25.9530,25.9076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.8780,0.0000,0.0000,23.1062,99.8571,2020-01-01 20:00:00+01:00,1,1,0,134.8721,134.8691,134.8662,134.8632,134.8728,134.8949,100.2105,100.4919,101.2887,102.0313,102.5382,102.9726,23.5566,24.5530,25.3636,25.8635,26.1243,25.9530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.8869,0.0000,0.0000,23.1799,99.5704,2020-01-01 20:15:00+01:00,1,1,0,134.8780,134.8721,134.8691,134.8662,134.8632,134.8728,99.8571,100.2105,100.4919,101.2887,102.0313,102.5382,23.1062,23.5566,24.5530,25.3636,25.8635,26.1243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.8957,0.0000,0.0000,23.3643,98.5905,2020-01-01 20:30:00+01:00,1,1,0,134.8869,134.8780,134.8721,134.8691,134.8662,134.8632,99.5704,99.8571,100.2105,100.4919,101.2887,102.0313,23.1799,23.1062,23.5566,24.5530,25.3636,25.8635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.9045,0.0000,0.0000,23.8444,97.6100,2020-01-01 20:45:00+01:00,1,1,0,134.8957,134.8869,134.8780,134.8721,134.8691,134.8662,98.5905,99.5704,99.8571,100.2105,100.4919,101.2887,23.3643,23.1799,23.1062,23.5566,24.5530,25.3636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.9186,0.0000,0.0000,24.7637,97.6590,2020-01-01 21:00:00+01:00,1,1,0,134.9045,134.8957,134.8869,134.8780,134.8721,134.8691,97.6100,98.5905,99.5704,99.8571,100.2105,100.4919,23.8444,23.3643,23.1799,23.1062,23.5566,24.5530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.9378,0.0000,0.0000,25.8569,96.7512,2020-01-01 21:15:00+01:00,1,1,0,134.9186,134.9045,134.8957,134.8869,134.8780,134.8721,97.6590,97.6100,98.5905,99.5704,99.8571,100.2105,24.7637,23.8444,23.3643,23.1799,23.1062,23.5566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.9570,0.0000,0.0000,27.0956,95.7077,2020-01-01 21:30:00+01:00,1,1,0,134.9378,134.9186,134.9045,134.8957,134.8869,134.8780,96.7512,97.6590,97.6100,98.5905,99.5704,99.8571,25.8569,24.7637,23.8444,23.3643,23.1799,23.1062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.9762,0.0000,0.0000,28.7235,95.6089,2020-01-01 21:45:00+01:00,1,1,0,134.9570,134.9378,134.9186,134.9045,134.8957,134.8869,95.7077,96.7512,97.6590,97.6100,98.5905,99.5704,27.0956,25.8569,24.7637,23.8444,23.3643,23.1799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134.9976,0.0000,0.0000,30.5865,97.7327,2020-01-01 22:00:00+01:00,1,1,0,134.9762,134.9570,134.9378,134.9186,134.9045,134.8957,95.6089,95.7077,96.7512,97.6590,97.6100,98.5905,28.7235,27.0956,25.8569,24.7637,23.8444,23.3643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
135.0213,0.0000,0.0000,32.1413,99.3817,2020-01-01 22:15:00+01:00,1,1,0,134.9976,134.9762,134.9570,134.9378,134.9186,134.9045,97.7327,95.6089,95.7077,96.7512,97.6590,97.6100,30.5865,28.7235,27.0956,25.8569,24.7637,23.8444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
135.0450,0.0000,0.0000,33.5262,99.9058,2020-01-01 22:30:00+01:00,1,1,0,135.0213,134.9976,134.9762,134.9570,134.9378,134.9186,99.3817,97.7327,95.6089,95.7077,96.7512,97.6590,32.1413,30.5865,28.7235,27.0956,25.8569,24.7637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
